รหัสพรรณไม้,ชื่อพรรณไม้,ชื่อวิทยาศาสตร์,ชื่อวงศ์,ลักษณะวิสัย,ลักษณะเด่นของพืช,บริเวณที่พบ
7-31170-001-002/100,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-002/101,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-002/102,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-002/103,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-002/104,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-002/105,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-002/106,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-002/107,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-002/108,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-002/109,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-002/110,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-002/111,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-002/112,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/113,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/114,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/115,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/116,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/117,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/118,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/119,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/120,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/121,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/122,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/123,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/124,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/125,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/126,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/127,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/128,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/129,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/130,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/131,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/132,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/133,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-002/134,กระถินณรงค์,Acacia auriculaeformis A. Cunn. ex Benth.,LEGUMINOSAE-MIMOSOIDEAE,ไม้ต้น,ลำต้นเหนือดิน ดอกสีเหลืองเหนียว,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-003/1,หมากเหลือง,Chrysalidocarpus lutescens H. Wendl.,PALMAE (ARECACEAE),ปาล์ม,ออกผลเป็นพวง น้ำยางของผลทำให้คัน,พื้นที่ศึกษาที่ 1 ข้างอาคารสิ่งแวดล้อม ด้านทิศตะวันออก
7-31170-001-003/2,หมากเหลือง,Chrysalidocarpus lutescens H. Wendl.,PALMAE (ARECACEAE),ปาล์ม,ออกผลเป็นพวง น้ำยางของผลทำให้คัน,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-003/3,หมากเหลือง,Chrysalidocarpus lutescens H. Wendl.,PALMAE (ARECACEAE),ปาล์ม,ออกผลเป็นพวง น้ำยางของผลทำให้คัน,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-003/4,หมากเหลือง,Chrysalidocarpus lutescens H. Wendl.,PALMAE (ARECACEAE),ปาล์ม,ออกผลเป็นพวง น้ำยางของผลทำให้คัน,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-003/5,หมากเหลือง,Chrysalidocarpus lutescens H. Wendl.,PALMAE (ARECACEAE),ปาล์ม,ออกผลเป็นพวง น้ำยางของผลทำให้คัน,พื้นที่ศึกษาที่ 1 ข้างอาคารสิ่งแวดล้อม ด้านทิศตะวันออก
7-31170-001-003/6,หมากเหลือง,Chrysalidocarpus lutescens H. Wendl.,PALMAE (ARECACEAE),ปาล์ม,ออกผลเป็นพวง น้ำยางของผลทำให้คัน,พื้นที่ศึกษาที่ 1 ข้างอาคารสิ่งแวดล้อม ด้านทิศตะวันออก
