รหัสพรรณไม้,ชื่อพรรณไม้,ชื่อวิทยาศาสตร์,ชื่อวงศ์,ลักษณะวิสัย,ลักษณะเด่นของพืช,บริเวณที่พบ
7-31170-001-146/38,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 13 หลังห้องสมุด
7-31170-001-146/39,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 13 หลังห้องสมุด
7-31170-001-146/40,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 15 เตาเผาถ่าน
7-31170-001-146/41,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 15 เตาเผาถ่าน
7-31170-001-146/42,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 15 เตาเผาถ่าน
7-31170-001-146/43,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 15 เตาเผาถ่าน
7-31170-001-146/44,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 15 เตาเผาถ่าน
7-31170-001-146/45,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 15 เตาเผาถ่าน
7-31170-001-146/46,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 15 เตาเผาถ่าน
7-31170-001-146/47,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 15 เตาเผาถ่าน
7-31170-001-146/48,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 15 เตาเผาถ่าน
7-31170-001-146/49,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 15 เตาเผาถ่าน
7-31170-001-146/50,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-146/51,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-146/52,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-146/53,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-146/54,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-146/55,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-146/56,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-146/57,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-146/58,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-146/59,ตำลึงทอง,Passiflora foetida L.,PASSIFLORACEAE,ไม้ล้มลุก,ผลมีกลีบเลี้ยงเป็นริ้วหุ้ม,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-147,สะอึก,Ipomoea ochracea (Lindl.) G.Don,CONVOLVULACEAE,ไม้ล้มลุก,ดอกสีเหลืองนวล มีน้ำยางสีขาวขุ่น คล้ายน้ำนม,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/1,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/2,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/3,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/4,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/5,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/6,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/7,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/8,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/9,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/10,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/11,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/12,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/13,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/14,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/15,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/16,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/17,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/18,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/19,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/20,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/21,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/22,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/23,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/24,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/25,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/26,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/27,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/28,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/29,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/30,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/31,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/32,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-148/33,ดาวกระจาย (ภาคกลาง) คำแพ (ภาคเหนือ),Cosmos sulphureus Cav.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ดอกสีส้ม กลีบดอกบางออก ที่ปลายยอด ทุกส่วนมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-149/1,เทียนหยด,Duranta erecta L.,VERBENACEAE,ไม้พุ่ม,ดอกสีม่วง ผลสุกสีเหลือง,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-149/2,เทียนหยด,Duranta erecta L.,VERBENACEAE,ไม้พุ่ม,ดอกสีม่วง ผลสุกสีเหลือง,พื้นที่ศึกษาที่ 6 หน้าอาคาร 1
7-31170-001-150,ชะมวง(ภาคกลาง) หมากโมง (อุดรธานี) กะมวง (ภาคใต้),Garcinia cowa Roxb. ex DC.,GUTTIFERAE (CLUSIACEAE),ไม้ต้น,มียางสีเหลืองขุ่นที่ผลและลำต้น,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-151/1,เถาคันขาว,Cayratia trifolia (L.) Domin.,VITACEAE,ไม้เลื้อย,หน้าใบสีเขียว มีขนเล็กๆ ออกรากตามท่อ,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-151/2,เถาคันขาว,Cayratia trifolia (L.) Domin.,VITACEAE,ไม้เลื้อย,หน้าใบสีเขียว มีขนเล็กๆ ออกรากตามท่อ,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-151/3,เถาคันขาว,Cayratia trifolia (L.) Domin.,VITACEAE,ไม้เลื้อย,หน้าใบสีเขียว มีขนเล็กๆ ออกรากตามท่อ,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-151/4,เถาคันขาว,Cayratia trifolia (L.) Domin.,VITACEAE,ไม้เลื้อย,หน้าใบสีเขียว มีขนเล็กๆ ออกรากตามท่อ,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-152/1,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/2,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-152/3,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-152/4,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/5,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/6,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/7,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/8,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/9,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/10,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/11,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/12,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/13,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/14,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/15,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/16,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/17,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-152/18,ขลู่,Pluchea indica (L.) Less.,COMPOSITAE (ASTERACEAE),ไม้พุ่ม,ใบแก่สีเขียวอ่อน ผิวเรียบเป็นมัน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-153/1,บานไม่รู้โรยป่า,Gomphrena celosioides Mart.,AMARANTHACEAE,ไม้ล้มลุก,ดอกสีขาว ใบมีขนสีขาวสั้นๆ,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-153/2,บานไม่รู้โรยป่า,Gomphrena celosioides Mart.,AMARANTHACEAE,ไม้ล้มลุก,ดอกสีขาว ใบมีขนสีขาวสั้นๆ,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-153/3,บานไม่รู้โรยป่า,Gomphrena celosioides Mart.,AMARANTHACEAE,ไม้ล้มลุก,ดอกสีขาว ใบมีขนสีขาวสั้นๆ,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-153/4,บานไม่รู้โรยป่า,Gomphrena celosioides Mart.,AMARANTHACEAE,ไม้ล้มลุก,ดอกสีขาว ใบมีขนสีขาวสั้นๆ,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-153/5,บานไม่รู้โรยป่า,Gomphrena celosioides Mart.,AMARANTHACEAE,ไม้ล้มลุก,ดอกสีขาว ใบมีขนสีขาวสั้นๆ,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-154/1,ส้มโอ,Citrus maxima (Burm.f.) Merr.,RUTACEAE,ไม้ต้น,ดอกมีกลิ่นหอม ออกผลเป้นพวง,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-154/2,ส้มโอ,Citrus maxima (Burm.f.) Merr.,RUTACEAE,ไม้ต้น,ดอกมีกลิ่นหอม ออกผลเป้นพวง,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-154/3,ส้มโอ,Citrus maxima (Burm.f.) Merr.,RUTACEAE,ไม้ต้น,ดอกมีกลิ่นหอม ออกผลเป้นพวง,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-155/1,ยอบ้าน,Morinda citrifolia L.,RUBIACEAE,ไม้ต้น,ผลทรงรี ผิวขรุขระชัดเจน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-155/2,ยอบ้าน,Morinda citrifolia L.,RUBIACEAE,ไม้ต้น,ผลทรงรี ผิวขรุขระชัดเจน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-155/3,ยอบ้าน,Morinda citrifolia L.,RUBIACEAE,ไม้ต้น,ผลทรงรี ผิวขรุขระชัดเจน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-155/4,ยอบ้าน,Morinda citrifolia L.,RUBIACEAE,ไม้ต้น,ผลทรงรี ผิวขรุขระชัดเจน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-155/5,ยอบ้าน,Morinda citrifolia L.,RUBIACEAE,ไม้ต้น,ผลทรงรี ผิวขรุขระชัดเจน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-155/6,ยอบ้าน,Morinda citrifolia L.,RUBIACEAE,ไม้ต้น,ผลทรงรี ผิวขรุขระชัดเจน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-155/7,ยอบ้าน,Morinda citrifolia L.,RUBIACEAE,ไม้ต้น,ผลทรงรี ผิวขรุขระชัดเจน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-155/8,ยอบ้าน,Morinda citrifolia L.,RUBIACEAE,ไม้ต้น,ผลทรงรี ผิวขรุขระชัดเจน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-155/9,ยอบ้าน,Morinda citrifolia L.,RUBIACEAE,ไม้ต้น,ผลทรงรี ผิวขรุขระชัดเจน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-155/10,ยอบ้าน,Morinda citrifolia L.,RUBIACEAE,ไม้ต้น,ผลทรงรี ผิวขรุขระชัดเจน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-155/11,ยอบ้าน,Morinda citrifolia L.,RUBIACEAE,ไม้ต้น,ผลทรงรี ผิวขรุขระชัดเจน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-155/12,ยอบ้าน,Morinda citrifolia L.,RUBIACEAE,ไม้ต้น,ผลทรงรี ผิวขรุขระชัดเจน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-156/1,หญ้างวงช้าง,Heliotropium indicum L.,BORAGINACEAE,ไม้ล้มลุก,มีดอกคล้ายงวงช้าง สีขาว,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-156/2,หญ้างวงช้าง,Heliotropium indicum L.,BORAGINACEAE,ไม้ล้มลุก,มีดอกคล้ายงวงช้าง สีขาว,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-156/3,หญ้างวงช้าง,Heliotropium indicum L.,BORAGINACEAE,ไม้ล้มลุก,มีดอกคล้ายงวงช้าง สีขาว,พื้นที่ศึกษาที่ 12 แปลงเกษตร
